year,sample_id,farm_name,producer_id,field_name,field_id,county,crop,longitude,latitude,sample_date,depth,start_depth_inches,end_depth_inches,huc8_name,hc12_name,huc12,density_g_ml,density2_mlb_ac,om_percent,ph,ph_ae,ec_mmhos_cm,est_ss_ds_m,effervescence,cec_meq_100g,est_cec_meq_100g,total_bases_meq_100g,no3_n_mg_kg,no3_n_lb_ac,nh4_n_mg_kg,nh4_n_lb_ac,p_olsen_mg_kg,bray_p_mg_kg,k_mg_kg,exch_k_meq_100g,ca_mg_kg,mg_mg_kg,na_mg_kg,s_mg_kg,s_lb_ac,b_mg_kg,cl_mg_kg,cu_mg_kg,fe_mg_kg,mn_mg_kg,zn_mg_kg,al_mg_kg,al_kcl_mg_kg,ca_kcl_mg_kg,mg_kcl_mg_kg,na_kcl_mg_kg,wilting_point,field_capacity,h2o_wet_dry,avl_h2o_in,avl_h2o_percent
2018,COLUMBIA CONSERVATION DISTRICT-18-62A-0 CONTROL SITE-46.39427--118.03361-2018-04-16-6-12,,COLUMBIA CONSERVATION DISTRICT,McHarguue,18-62A-0 CONTROL SITE,Columbia,,-118.033611,46.39426924,2018-04-16,6-12,6,12,Touchet,Upper Whetstone Hollow,170701020501,1.37,1.8635,1.8,5.75,7.41,0.08,0.208,0,,19.744,15.1752,2.6,4.8443,1.1,2.0495,28,37,361.77,0.9252,10.8,3.4,0.05,2,3.7264,0.13,1.6,1.62,44,4,0.16,3,0.6,2160,413.44,11.5,,,,,
2018,COLUMBIA CONSERVATION DISTRICT-18-62A-2-46.39427--118.03361-2018-04-16-0-3,,COLUMBIA CONSERVATION DISTRICT,McHarguue,18-62A-2,Columbia,,-118.033611,46.39426924,2018-04-16,0-3,0,3,Touchet,Upper Whetstone Hollow,170701020501,1.35,0.9181,2.86,5.72,7.4,0.23,0.598,0,,18.2509,13.9349,15.808,14.5117,2.3,2.1114,37,54,670.53,1.7149,9.8,2.4,0.02,3,2.754,0.27,2.3,1.37,55,10.2,0.36,5,0.4,1960,291.84,4.6,,,,,
2018,COLUMBIA CONSERVATION DISTRICT-18-62A-2-46.39427--118.03361-2018-04-16-3-6,,COLUMBIA CONSERVATION DISTRICT,McHarguue,18-62A-2,Columbia,,-118.033611,46.39426924,2018-04-16,3-6,3,6,Touchet,Upper Whetstone Hollow,170701020501,1.4,0.9521,1.98,4.77,7.12,0.22,0.572,0,,16.0778,10.8769,14.976,14.2572,21.2,20.1824,38,57,292.02,0.7469,7.9,2.2,0.03,4,3.808,0.12,0.9,1.56,66,30.9,0.23,14,53.5,1580,267.52,6.9,,,,,
2018,COLUMBIA CONSERVATION DISTRICT-18-62A-2-46.39427--118.03361-2018-04-16-6-12,,COLUMBIA CONSERVATION DISTRICT,McHarguue,18-62A-2,Columbia,,-118.033611,46.39426924,2018-04-16,6-12,6,12,Touchet,Upper Whetstone Hollow,170701020501,1.36,1.8499,1.5,5.43,7.39,0.28,0.728,0,,19.8865,14.813,20.592,38.087,4.3,7.9533,30,41,302.25,0.773,10.6,3.4,0.04,3,5.5488,0.12,1.7,1.69,46,6,0.17,4,1.7,2120,413.44,9.2,,,,,
2018,COLUMBIA CONSERVATION DISTRICT-44 A1-46.40346--117.86166-2018-04-18-0-3,,COLUMBIA CONSERVATION DISTRICT,Hillis,44 A1,Columbia,,-117.8616559,46.40345774,2018-04-18,0-3,0,3,Touchet,Upper Whetstone Hollow,170701020501,1.35,0.9181,3.895,6.69,,0.34,0.884,0,,24.9785,20.9114,3.808,3.4957,4.2,3.8556,30,48,461.91,1.1814,15.6,4.1,0.03,3,2.754,0.31,1.19,1.04,25,8.4,0.27,1,0.2,3120,498.56,6.9,,,,,
2018,COLUMBIA CONSERVATION DISTRICT-44 A1-46.40346--117.86166-2018-04-18-3-6,,COLUMBIA CONSERVATION DISTRICT,Hillis,44 A1,Columbia,,-117.8616559,46.40345774,2018-04-18,3-6,3,6,Touchet,Upper Whetstone Hollow,170701020501,1.41,0.9589,2.546,5.28,,0.17,0.442,0,,26.6543,19.9373,4.816,4.6176,9,8.6292,26,44,229.62,0.5873,14.8,4.5,0.05,3,2.8764,0.07,1.275,0.88,33,28.7,0.1,2,3.4,2960,547.2,11.5,,,,,
2018,COLUMBIA CONSERVATION DISTRICT-44 A1-46.40346--117.86166-2018-04-18-6-12,,COLUMBIA CONSERVATION DISTRICT,Hillis,44 A1,Columbia,,-117.8616559,46.40345774,2018-04-18,6-12,6,12,Touchet,Upper Whetstone Hollow,170701020501,1.44,1.9587,2.128,6.22,,0.16,0.416,0,,26.4707,21.3504,4.928,9.651,3.4,6.6586,27,47,226.95,0.5804,15.5,5.2,0.07,3,5.8752,0.16,1.105,1.09,25,5.2,0.12,1,0.3,3100,632.32,16.1,,,,,
2018,COLUMBIA CONSERVATION DISTRICT-44 A2-46.40346--117.86166-2018-04-18-0-3,,COLUMBIA CONSERVATION DISTRICT,Hillis,44 A2,Columbia,,-117.8616559,46.40345774,2018-04-18,0-3,0,3,Touchet,Upper Whetstone Hollow,170701020501,1.36,0.92490000000000006,4.161,6.48,,0.24,0.624,0,,19.2699,15.8827,2.688,2.4859,6.5,6.0112,32,56,685.3,1.7527,11.6,2.5,0.03,2,1.8496,0.08,1.785,0.62,28,13,0.24,1,0.2,2320,304,6.9,,,,,
2018,COLUMBIA CONSERVATION DISTRICT-44 A2-46.40346--117.86166-2018-04-18-3-6,,COLUMBIA CONSERVATION DISTRICT,Hillis,44 A2,Columbia,,-117.8616559,46.40345774,2018-04-18,3-6,3,6,Touchet,Upper Whetstone Hollow,170701020501,1.43,0.9725,2.888,4.85,,0.16,0.416,0,,15.1881,10.2933,7.392,7.188,36.5,35.4926,28,55,384.48,0.9833,7.5,1.8,0.01,8,7.7792,0.1,0.51,1.59,78,100.3,0.37,12,31.6,1500,218.88,2.3,,,,,
2018,COLUMBIA CONSERVATION DISTRICT-44 A2-46.40346--117.86166-2018-04-18-6-12,,COLUMBIA CONSERVATION DISTRICT,Hillis,44 A2,Columbia,,-117.8616559,46.40345774,2018-04-18,6-12,6,12,Touchet,Upper Whetstone Hollow,170701020501,1.44,1.9587,2.413,5.59,,0.19,0.494,0,,19.6243,14.8417,6.496,12.7218,3.1,6.071,24,40,321.29,0.8217,10.9,3.1,0.02,3,5.8752,0.16,0.765,1.33,46,15.9,0.23,3,1.2,2180,376.96,4.6,,,,,
2018,COLUMBIA CONSERVATION DISTRICT-44-2-0-46.4165--117.80274-2018-04-18-0-3,,COLUMBIA CONSERVATION DISTRICT,Gwinn,44-2-0,Columbia,,-117.8027401,46.41649906,2018-04-18,0-3,0,3,Tucannon,Willow Creek,170601070607,1.3,0.8841,4.313,5.79,,0.23,0.598,0,,21.0467,16.2803,3.136,2.7722,4.4,3.8896,23,38,645.25,1.6503,11.3,3.3,0.03,5,4.42,0.15,1.87,1.34,47,18.1,0.33,3,0.6,2260,401.28,6.9,,,,,
2018,COLUMBIA CONSERVATION DISTRICT-44-2-0-46.4165--117.80274-2018-04-18-3-6,,COLUMBIA CONSERVATION DISTRICT,Gwinn,44-2-0,Columbia,,-117.8027401,46.41649906,2018-04-18,3-6,3,6,Tucannon,Willow Creek,170601070607,1.41,0.9589,2.812,4.96,,0.19,0.494,0,,22.735,16.3472,1.792,1.7182,4.2,4.027,24,41,319.51,0.8172,12.2,3.3,0.03,6,5.7528,0.14,0.935,1.64,62,30.2,0.19,9,28.6,2440,401.28,6.9,,,,,
2018,COLUMBIA CONSERVATION DISTRICT-44-2-0-46.4165--117.80274-2018-04-18-6-12,,COLUMBIA CONSERVATION DISTRICT,Gwinn,44-2-0,Columbia,,-117.8027401,46.41649906,2018-04-18,6-12,6,12,Tucannon,Willow Creek,170601070607,1.42,1.9315,2.413,5.98,,0.23,0.598,0,,27.9071,22.1087,3.584,6.9214,3.7,7.1454,18,31,253.65,0.6487,16.4,5,0.06,3,5.7936,0.2,1.19,1.31,40,5.2,0.18,1,0.9,3280,608,13.8,,,,,
2018,COLUMBIA CONSERVATION DISTRICT-18-11A-0 CONTROL SITE-46.22412--117.96229-2018-04-24-0-3,,COLUMBIA CONSERVATION DISTRICT,Brown,18-11A-0 CONTROL SITE,Columbia,,-117.9622938,46.22411761,2018-04-24,0-3,0,3,Touchet,Payne Hollow-Touchet River,170701020401,1.21,0.8229,4.4,5.2,,0.14,0.364,0,,15.996,11.4063,4.387,3.6096,32.7,26.9056,34,49,197.95,0.5063,8.3,2.5,0.1,8,6.5824,0.14,,1.27,124,35,1.05,14,19.8,1660,304,23,,,,,
2018,COLUMBIA CONSERVATION DISTRICT-18-11A-0 CONTROL SITE-46.22412--117.96229-2018-04-24-3-6,,COLUMBIA CONSERVATION DISTRICT,Brown,18-11A-0 CONTROL SITE,Columbia,,-117.9622938,46.22411761,2018-04-24,3-6,3,6,Touchet,Payne Hollow-Touchet River,170701020401,1.31,0.8909,3.4,5.02,,0.11,0.286,0,,16.9226,11.8838,3.745,3.336,14.9,13.2729,27,37,146.15,0.3738,8.8,2.6,0.11,6,5.3448,0.06,,1.04,95,17.5,0.65,12,45,1760,316.16,25.3,,,,,
2018,COLUMBIA CONSERVATION DISTRICT-18-11A-0 CONTROL SITE-46.22412--117.96229-2018-04-24-6-12,,COLUMBIA CONSERVATION DISTRICT,Brown,18-11A-0 CONTROL SITE,Columbia,,-117.9622938,46.22411761,2018-04-24,6-12,6,12,Touchet,Payne Hollow-Touchet River,170701020401,1.33,1.8091,2.72,5.81,,0.11,0.286,0,,20.469,15.8469,2.354,4.2579,2.9,5.2455,12,11,159.1,0.4069,11.5,3.8,0.14,4,7.2352,0.09,,1.21,75,3.1,0.4,3,3.5,2300,462.08,32.2,,,,,
2018,COLUMBIA CONSERVATION DISTRICT-18-11A-1-46.22412--117.96229-2018-04-24-0-3,,COLUMBIA CONSERVATION DISTRICT,Brown,18-11A-1,Columbia,,-117.9622938,46.22411761,2018-04-24,0-3,0,3,Touchet,Payne Hollow-Touchet River,170701020401,1.2,0.8161,4.84,6.53,,0.22,0.572,0,,18.0467,14.9531,2.354,1.9209,7.9,6.4464,33,48,185,0.4731,12.3,2.1,0.08,7,5.712,0.19,,1.31,92,51.5,1.17,1,1.5,2460,255.36,18.4,,,,,
2018,COLUMBIA CONSERVATION DISTRICT-18-11A-1-46.22412--117.96229-2018-04-24-3-6,,COLUMBIA CONSERVATION DISTRICT,Brown,18-11A-1,Columbia,,-117.9622938,46.22411761,2018-04-24,3-6,3,6,Touchet,Payne Hollow-Touchet River,170701020401,1.33,0.9045,2.84,5.23,,0.1,0.26,0,,16.2856,11.6763,1.926,1.7419,5.6,5.0646,26,34,111.925,0.2863,8.9,2.4,0.09,5,4.522,0.04,,0.95,82,18.1,0.49,6,17.8,1780,291.84,20.7,,,,,
2018,COLUMBIA CONSERVATION DISTRICT-18-11A-1-46.22412--117.96229-2018-04-24-6-12,,COLUMBIA CONSERVATION DISTRICT,Brown,18-11A-1,Columbia,,-117.9622938,46.22411761,2018-04-24,6-12,6,12,Touchet,Payne Hollow-Touchet River,170701020401,1.34,1.8227,1.74,5.98,,0.1,0.26,0,,18.7123,14.686,2.033,3.7049,2.1,3.827,10,11,96.2,0.246,10.5,3.8,0.14,4,7.2896,0.04,,1,67,2.5,0.37,1,1.3,2100,462.08,32.2,,,,,
2018,COLUMBIA CONSERVATION DISTRICT-HATCHET-NA-NA-2018-05-03-0-3,,COLUMBIA CONSERVATION DISTRICT,,HATCHET,Columbia,,,,2018-05-03,0-3,0,3,,,,1.2073333333333334,0.8210866666666666,3.44,5.428,7.275333333333333,0.14333333333333334,0.37266666666666665,0,,17.93794,13.263426666666666,6.0606,4.97252,4.28,3.4924866666666667,26.866666666666667,42.93333333333333,569.0733333333334,1.4554266666666666,8.94,2.8466666666666667,0.021333333333333333,4.066666666666666,3.33608,0.17866666666666667,1.1066666666666667,1.3646666666666667,67.6,18.073333333333334,0.43533333333333335,7.333333333333333,2.5533333333333332,1788,346.1546666666667,4.906666666666666,,,,,
2018,COLUMBIA CONSERVATION DISTRICT-HATCHET-NA-NA-2018-05-03-3-6,,COLUMBIA CONSERVATION DISTRICT,,HATCHET,Columbia,,,,2018-05-03,3-6,3,6,,,,1.228,0.83514,2.2933333333333334,4.891333333333334,7.1386666666666665,0.11666666666666667,0.30333333333333334,0,,18.316806666666665,12.797553333333333,5.254,4.407526666666667,3.7133333333333334,3.10946,28.4,48.333333333333336,286.5593333333333,0.7328866666666667,9.3,2.7399999999999998,0.024666666666666667,4.6,3.8352,0.16533333333333333,0.3333333333333333,1.6186666666666667,74.26666666666667,21.373333333333335,0.24866666666666667,12.533333333333333,30.113333333333333,1860,333.18399999999997,5.673333333333333,,,,,
2018,COLUMBIA CONSERVATION DISTRICT-HATCHET-NA-NA-2018-05-03-6-12,,COLUMBIA CONSERVATION DISTRICT,,HATCHET,Columbia,,,,2018-05-03,6-12,6,12,,,,1.2213333333333334,1.6612333333333333,1.6933333333333334,5.879333333333333,7.418,0.12533333333333332,0.3258666666666667,0,,21.077213333333333,16.45052,6.2974,10.45086,2.32,3.8317466666666666,20.733333333333334,33.013333333333335,243.924,0.6238533333333334,11.813333333333333,3.973333333333333,0.04,2.4,3.9911466666666664,0.18133333333333335,0.8333333333333334,1.5693333333333332,40,4.473333333333334,0.13866666666666666,2.2,1.6533333333333333,2362.6666666666665,483.1573333333333,9.2,,,,,
2018,COLUMBIA CO. EXTENSION (WSU)-PENDLETON FARM-CBARC-NA-NA-2018-03-15-0-3,,COLUMBIA CO. EXTENSION (WSU),,PENDLETON FARM-CBARC,Columbia,,,,2018-03-15,0-3,0,3,,,,1.25625,0.85435,2.8815,5.236875,7.2928125,0.18875,0.49075,0,,16.72175,12.045243750000001,7.6345624999999995,6.51100625,5.36875,4.576875,37.15625,63.946875,600.39984375,1.53555625,8.434375,2.05,0.0253125,7.6875,6.5673125,0.2953125,1.65625,1.3159375,65.0625,30.85,0.7634375,10.375,15.865625,1686.875,249.28,5.821875,,,,,
2018,COLUMBIA CO. EXTENSION (WSU)-PENDLETON FARM-CBARC-NA-NA-2018-03-15-3-6,,COLUMBIA CO. EXTENSION (WSU),,PENDLETON FARM-CBARC,Columbia,,,,2018-03-15,3-6,3,6,,,,1.2928125000000001,0.8792125000000001,2.08334375,5.2696875,7.3465625,0.13125,0.34125,0,,18.442446875,13.438465625,3.46628125,3.050575,3.053125,2.681565625,27.09375,45.91,518.20921875,1.325340625,9.321875,2.759375,0.031875,6.09375,5.3560625,0.1675,1.021875,1.37,52.59375,16.809375,0.42062499999999997,7.15625,6.04375,1864.375,335.54,7.33125,,,,,
2018,COLUMBIA CO. EXTENSION (WSU)-PENDLETON FARM-CBARC-NA-NA-2018-03-15-6-9,,COLUMBIA CO. EXTENSION (WSU),,PENDLETON FARM-CBARC,Columbia,,,,2018-03-15,6-9,6,9,,,,1.2803125,0.8707125,1.7884375,6.1353125,7.53625,0.17109375000000002,0.44484375,0,,20.863346875,16.6606625,3.34696875,2.9159,2.30625,2.00634375,17.1875,30.1746875,479.11046875,1.22535,11.69375,3.7,0.0415625,4.65625,4.0500375,0.2315625,1.265625,1.340625,29.40625,7.165625,0.269375,0.96875,0.421875,2338.75,449.92,9.559375,,,,,
2018,COLUMBIA CO. EXTENSION (WSU)-MORROW FARM (OSU)-NA-NA-2018-03-15-0-3,,COLUMBIA CO. EXTENSION (WSU),,MORROW FARM (OSU),Columbia,,,,2018-03-15,0-3,0,3,,,,1.4196875,0.9654874999999999,1.1784375,6.3659375,7.6046875,0.173125,0.450125,0,,15.1247375,12.335203125,3.58709375,3.462684375,3.209375,3.091134375,31.1875,48.815625,395.10875,1.010515625,8.21875,2.96875,0.1371875,2.875,2.7716375,0.4453125,2.640625,1.3884375,37.46875,9.25,0.8571875,2,1.015625,1643.75,361,31.553125,,,,,
2018,COLUMBIA CO. EXTENSION (WSU)-MORROW FARM (OSU)-NA-NA-2018-03-15-3-6,,COLUMBIA CO. EXTENSION (WSU),,MORROW FARM (OSU),Columbia,,,,2018-03-15,3-6,3,6,,,,1.454375,0.98908125,0.8353125,5.846875,7.5340625,0.0834375,0.2169375,0,,15.31483125,11.760025,1.0865,1.071228125,2.05,2.026209375,29.53125,45.309375,276.886875,0.70815,7.9750000000000005,3.040625,0.03625,2.71875,2.688125,0.168125,1.415625,1.5503125,43.09375,7.625,0.398125,3.25,1.171875,1595,369.74,8.3375,,,,,
2018,COLUMBIA CO. EXTENSION (WSU)-MORROW FARM (OSU)-NA-NA-2018-03-15-6-9,,COLUMBIA CO. EXTENSION (WSU),,MORROW FARM (OSU),Columbia,,,,2018-03-15,6-9,6,9,,,,1.4425,0.981003125,0.8325,6.4290625,7.6153125,0.111875,0.290875,0,,15.92784375,13.070434375,1.7593750000000001,1.727340625,1.90625,1.867196875,24.59375,37.65,256.270625,0.655434375,8.903125,3.46875,0.043125000000000004,2.6875,2.632875,0.20375000000000001,1.871875,1.4290625,29.53125,5.14375,0.3853125,1,0.99375,1780.625,421.8,9.91875,,,,,
2018,COLUMBIA CO. EXTENSION (WSU)-M-NA-NA-2018-06-11-0-3,,COLUMBIA CO. EXTENSION (WSU),,M,Columbia,,,,2018-06-11,0-3,0,3,,,,1.1458333333333333,0.7792666666666667,3.5391666666666666,5.6775,7.261666666666667,0.22,0.572,0,,15.686833333333333,11.83835,8.713416666666667,6.77725,5.066666666666666,3.936625,25.916666666666668,40.083333333333336,780.7041666666667,1.9966833333333334,8.5,1.3166666666666667,0.025,8.916666666666666,6.9445,0.37166666666666665,1.675,1,64.66666666666667,15.675,0.9666666666666667,13.166666666666666,12.791666666666666,1700,160.10666666666668,5.75,,,,,
2018,COLUMBIA CO. EXTENSION (WSU)-M-NA-NA-2018-06-11-3-6,,COLUMBIA CO. EXTENSION (WSU),,M,Columbia,,,,2018-06-11,3-6,3,6,,,,1.1816666666666666,0.8036333333333333,2.7225,4.826666666666666,7,0.13666666666666666,0.35533333333333333,0,,12.812725,8.415891666666667,4.344833333333334,3.475941666666667,4.183333333333334,3.33115,28.583333333333332,46.800000000000004,533.4116666666666,1.364225,6,1.0166666666666666,0.035,10.083333333333334,8.090866666666667,0.15833333333333333,0.65,1.0325,80.41666666666667,18.833333333333332,0.3775,32.166666666666664,137.025,1200,123.62666666666667,8.05,,,,,
2019,PAUL CARTER-MCKINNEY-NA-NA-2019-04-01-0-3,,PAUL CARTER,,MCKINNEY,Columbia,,,,2019-04-01,0-3,0,3,,,,1.095,0.7447,3.595,5.64125,7.279090909090909,0.28875,0.75075,0,,16.223325,12.210708333333333,23.583333333333332,17.580041666666666,14.9,11.073858333333334,24.6,43.358333333333334,730.47,1.8682083333333332,8.966666666666667,1.3583333333333334,0.0175,6.083333333333333,4.525966666666667,0.38833333333333336,1.7,1.0783333333333334,50.75,14.45,1.0733333333333333,6.916666666666667,3.0416666666666665,1793.3333333333333,165.17333333333335,4.0249999999999995,,,,,
2019,PAUL CARTER-MCKINNEY-NA-NA-2019-04-01-3-6,,PAUL CARTER,,MCKINNEY,Columbia,,,,2019-04-01,3-6,3,6,,,,1.13,0.7685,2.64,4.673333333333333,6.988333333333333,0.16583333333333333,0.4311666666666667,0,,12.173583333333333,7.7350666666666665,9.375,7.213616666666667,27.150000000000002,20.934483333333333,28.1,51.56666666666666,512.8858333333334,1.3117333333333334,5.433333333333334,0.9750000000000001,0.015,8.25,6.338733333333334,0.17166666666666666,0.925,1.0258333333333334,67.83333333333333,28.525,0.41333333333333333,29.75,126.50833333333334,1086.6666666666667,118.56,3.4499999999999997,,,,,
2019,PAUL CARTER-MCKINNEY-NA-NA-2019-04-01-6-12,,PAUL CARTER,,MCKINNEY,Columbia,,,,2019-04-01,6-12,6,12,,,,1.1258333333333332,1.5313333333333334,2.12,5.3125,7.248333333333333,0.13166666666666668,0.3423333333333333,0,,16.032533333333333,11.59385,5.516666666666667,8.45535,4.116666666666666,6.327175,14.633333333333333,26.208333333333332,517.9508333333333,1.3246833333333334,8.533333333333333,1.7083333333333333,0.0275,5.416666666666667,8.307333333333334,0.1675,1.05,1.1491666666666667,49.833333333333336,9.483333333333333,0.28,8.25,9.8,1706.6666666666667,207.73333333333332,6.325,,,,,
2019,COLUMBIA CONSERVATION DISTRICT-C 09-46.30637--117.84605-2019-04-17-0-3,,COLUMBIA CONSERVATION DISTRICT,Harri,C 09,Columbia,,-117.8460452,46.306373,2019-04-17,0-3,0,3,Touchet,Patit Creek,170701020307,1.26,0.8569,3.66,5.33,7.25,0.12,0.312,0,,16.6169,12.0777,1.4,1.1995,3.6,3.0845,38,69.3,652.08,1.6677,7.8,2.6,0.01,5,4.284,0.14,,1.55,72,23.3,0.39,8,6.4,1560,316.16,2.3,,,,,
2019,COLUMBIA CONSERVATION DISTRICT-C 09-46.30637--117.84605-2019-04-17-3-6,,COLUMBIA CONSERVATION DISTRICT,Harri,C 09,Columbia,,-117.8460452,46.306373,2019-04-17,3-6,3,6,Touchet,Patit Creek,170701020307,1.39,0.9453,2.38,4.75,7.12,0.1,0.26,0,,16.3439,11.0563,1.9,1.7959,2.7,2.552,42.9,66.7,366.08,0.9363,7.8,2.3,0.02,7,6.6164,0.11,,1.88,82,26.2,0.2,15,100.2,1560,279.68,4.6,,,,,
2019,COLUMBIA CONSERVATION DISTRICT-C 09-46.30637--117.84605-2019-04-17-6-12,,COLUMBIA CONSERVATION DISTRICT,Harri,C 09,Columbia,,-117.8460452,46.306373,2019-04-17,6-12,6,12,Touchet,Patit Creek,170701020307,1.32,1.7955,1.66,5.9,7.42,0.07,0.182,0,,20.6774,16.1508,1.6,2.8723,1.7,3.0518,25.3,36.1,281.84,0.7208,11.5,3.9,0.03,3,5.3856,0.16,,1.93,42,3.4,0.11,1,1,2300,474.24,6.9,,,,,
2019,COLUMBIA CONSERVATION DISTRICT-D 02-46.4165--117.80274-2019-04-17-0-3,,COLUMBIA CONSERVATION DISTRICT,Gwinn,D 02,Columbia,,-117.8027401,46.41649906,2019-04-17,0-3,0,3,Tucannon,Willow Creek,170601070607,1.22,0.8297,3.84,5.2,7.2,0.12,0.312,0,,16.7304,11.9851,2.3,1.9081,4.8,3.9821,30.2,52.9,537.68,1.3751,8.2,2.4,0.01,5,4.148,0.12,,1.39,74,25.2,0.35,10,10.4,1640,291.84,2.3,,,,,
2019,COLUMBIA CONSERVATION DISTRICT-D 02-46.4165--117.80274-2019-04-17-3-6,,COLUMBIA CONSERVATION DISTRICT,Gwinn,D 02,Columbia,,-117.8027401,46.41649906,2019-04-17,3-6,3,6,Tucannon,Willow Creek,170601070607,1.3,0.8841,2.58,4.96,7.14,0.11,0.286,0,,18.2967,12.8748,1.6,1.4144,4.4,3.8896,26.7,47.4,291.2,0.7448,9.5,2.6,0.03,6,5.304,0.14,,1.83,81,29.6,0.24,12,30.8,1900,316.16,6.9,,,,,
2019,COLUMBIA CONSERVATION DISTRICT-D 02-46.4165--117.80274-2019-04-17-6-12,,COLUMBIA CONSERVATION DISTRICT,Gwinn,D 02,Columbia,,-117.8027401,46.41649906,2019-04-17,6-12,6,12,Tucannon,Willow Creek,170601070607,1.28,1.7411,1.78,6.03,7.42,0.1,0.26,0,,21.0494,16.6492,1.3,2.263,4.1,7.1373,18.2,27.1,281.22,0.7192,12,3.9,0.03,3,5.2224,0.15,,1.95,42,3.7,0.07,1,0.6,2400,474.24,6.9,,,,,
2019,COLUMBIA CONSERVATION DISTRICT-D 07-NA-NA-2019-04-17-0-3,,COLUMBIA CONSERVATION DISTRICT,,D 07,Columbia,,,,2019-04-17,0-3,0,3,,,,1.27,0.8637,4.06,5.52,7.27,0.13,0.338,0,,16.4444,12.2073,1.7,1.4681,3.8,3.2817,26.2,46.9,737.93,1.8873,8,2.3,0.02,5,4.318,0.17,,1.39,79,21.8,0.67,9,1,1600,279.68,4.6,,,,,
2019,COLUMBIA CONSERVATION DISTRICT-D 07-NA-NA-2019-04-17-3-6,,COLUMBIA CONSERVATION DISTRICT,,D 07,Columbia,,,,2019-04-17,3-6,3,6,,,,1.33,0.9045,2.7,4.83,7.03,0.1,0.26,0,,15.6298,10.6104,2.1,1.8992,3.3,2.9845,30.9,53.9,352.07,0.9004,7.8,1.9,0.01,7,6.3308,0.12,,1.66,89,27.8,0.38,17,56.1,1560,231.04,2.3,,,,,
2019,COLUMBIA CONSERVATION DISTRICT-D 07-NA-NA-2019-04-17-6-12,,COLUMBIA CONSERVATION DISTRICT,,D 07,Columbia,,,,2019-04-17,6-12,6,12,,,,1.27,1.7275,1.88,5.94,7.45,0.09,0.234,0,,20.8586,16.3576,2,3.4544,2,3.4544,16.9,27.9,284.49,0.7276,12,3.6,0.03,3,5.1816,0.16,,1.87,42,4.5,0.12,1,0.5,2400,437.76,6.9,,,,,
2019,COLUMBIA CONSERVATION DISTRICT-E 04-46.38015--117.84339-2019-04-17-0-3,,COLUMBIA CONSERVATION DISTRICT,Johnson Hollow,E 04,Columbia,,-117.8433935,46.38014842,2019-04-17,0-3,0,3,Touchet,Upper Whetstone Hollow,170701020501,1.24,0.8433,4.08,5.3,7.22,0.16,0.416,0,,16.6388,12.053,1,0.8432,6.8,5.7338,29,51.2,759.73,1.943,7.9,2.2,0.01,5,4.216,0.1,,1,63,38.7,0.48,6,5.5,1580,267.52,2.3,,,,,
2019,COLUMBIA CONSERVATION DISTRICT-E 04-46.38015--117.84339-2019-04-17-3-6,,COLUMBIA CONSERVATION DISTRICT,Johnson Hollow,E 04,Columbia,,-117.8433935,46.38014842,2019-04-17,3-6,3,6,Touchet,Upper Whetstone Hollow,170701020501,1.37,0.9317,2.96,4.68,7.03,0.12,0.312,0,,16.0896,10.7623,2.4,2.2358,3.3,3.0743,36.1,57.1,368.42,0.9423,7.8,2,0.02,8,7.4528,0.09,,1.68,90,50.8,0.33,18,103.6,1560,243.2,4.6,,,,,
2019,COLUMBIA CONSERVATION DISTRICT-E 04-46.38015--117.84339-2019-04-17-6-12,,COLUMBIA CONSERVATION DISTRICT,Johnson Hollow,E 04,Columbia,,-117.8433935,46.38014842,2019-04-17,6-12,6,12,Touchet,Upper Whetstone Hollow,170701020501,1.36,1.8499,2.14,5.61,7.37,0.1,0.26,0,,19.4368,14.7217,3.1,5.7338,2.1,3.8842,19.6,32,309.56,0.7917,10.9,3,0.03,4,7.3984,0.16,,1.71,52,8.9,0.19,2,1.1,2180,364.8,6.9,,,,,
2019,COLUMBIA CONSERVATION DISTRICT-G 05-NA-NA-2019-04-17-0-3,,COLUMBIA CONSERVATION DISTRICT,,G 05,Columbia,,,,2019-04-17,0-3,0,3,,,,1.28,0.8705,3.7,5.4,7.27,0.12,0.312,0,,16.8982,12.399,1.6,1.3926,5.9,5.1354,25,42.1,621.3,1.589,8.3,2.5,0.01,5,4.352,0.19,,1.45,72,24.2,0.63,7,3.7,1660,304,2.3,,,,,
2019,COLUMBIA CONSERVATION DISTRICT-G 05-NA-NA-2019-04-17-3-6,,COLUMBIA CONSERVATION DISTRICT,,G 05,Columbia,,,,2019-04-17,3-6,3,6,,,,1.32,0.8977,2.7,4.8,7.1,0.11,0.286,0,,17.0785,11.6974,1.8,1.6157,6.4,5.7446,26.1,47.7,264.87,0.6774,8.7,2.3,0.02,6,5.3856,0.12,,1.51,73,34,0.23,11,69.6,1740,279.68,4.6,,,,,
2019,COLUMBIA CONSERVATION DISTRICT-G 05-NA-NA-2019-04-17-6-12,,COLUMBIA CONSERVATION DISTRICT,,G 05,Columbia,,,,2019-04-17,6-12,6,12,,,,1.31,1.7819,1.7,5.95,7.45,0.08,0.208,0,,20.6668,16.2182,1.5,2.6724,2.5,4.454,16.2,25.4,229.99,0.5882,11.8,3.8,0.03,3,5.3448,0.17,,2.03,40,4.6,0.09,1,1.2,2360,462.08,6.9,,,,,
